,Date,Tweet,Label
1495,2020-07-15,gegara covid top up linkaja via bri kali lipat,Positif
1496,2020-07-15,kipas kabar vaksin moderna dow futures terbang poin,Positif
1497,2020-07-15,juta tumpang krl jabodetabek ribuhari,Negatif
1498,2020-07-15,gegara corona daftar maskapai selamat negara,Negatif
1499,2020-07-15,duet anieserick bikin transportasi dki mudah,Negatif
1500,2020-07-15,langgar satpol pp dki gelar razia psbb mal,Negatif
1501,2020-07-15,pimpin bri bumn setor dividen besar ri,Positif
1502,2020-07-15,mimpi jokowi realisasi duet anieserick dki,Negatif
1503,2020-07-15,transport dki kartu ya,Negatif
1504,2020-07-15,pekan bri salur dana pen rp t,Negatif
1505,2020-07-15,mohon maaf dpr batal dana pen kimia farma,Positif
1506,2020-07-15,rp m top up linkaja via bank mandiri tembus juta kali,Negatif
1507,2020-07-15,rp m top up linkaja via bank mandiri tembus juta kali,Positif
1508,2020-07-15,dana talang bumn batal dpr ganti pmn,Negatif
1509,2020-07-15,beras rokok biang kerok miskin ri,Negatif
1510,2020-07-15,wilayah kaya kaya miskin miskin,Negatif
1511,2020-07-15,ledak duduk miskin juta orang,Netral
1512,2020-07-15,jokowi ekonomi kuartal ii minus,Netral
1513,2020-07-15,kuorum bumi gelar rups juli,Negatif
1514,2020-07-15,jokowi kemarin lockdown ekonomi ri minus,Netral
1515,2020-07-15,bendung dow jones terbang poin sesi buka,Positif
1516,2020-07-15,grab ajar manajemen uang mitra grabfood,Negatif
1517,2020-07-15,sri mulyani bukabukaan moratorium terima stan,Negatif
1518,2020-07-15,eureka jokowi produksi vaksin corona,Positif
1519,2020-07-15,orang tewas akibat terjang banjir bandang luwu utara,Negatif
1520,2020-07-15,miskin sri mulyani sesuai prediksi,Netral
1521,2020-07-15,hore telkom bagibagi hadiah rp m guna indihome,Negatif
1522,2020-07-15,habis resesi terbit bangkit ekonomi,Positif
1523,2020-07-15,corona china ri,Netral
1524,2020-07-15,twitter serang akun jeff bezos obama kena hack,Negatif
1525,2020-07-15,pulih lambat ekonomi as resmi resesi,Netral
1526,2020-07-15,pulih lambat ekonomi as resmi resesi,Netral
1527,2020-07-15,fakta vaksin moderna kandung manjur hajar covid,Positif
1528,2020-07-15,remeh saham lapis bukti hebat,Positif
1529,2020-07-16,rupa jen reid simbol anti diskriminasi inggris,Negatif
1530,2020-07-16,double ptba incar produksi batu bara juta ton,Negatif
1531,2020-07-16,ri ambang resesi jokowi harap kuartal iii,Netral
1532,2020-07-16,ekonomi sungkur kredit lemah lesu,Netral
1533,2020-07-16,rupiah kayak lemah tembus rp us,Netral
1534,2020-07-16,vivo x pro rilis intip spesifikasi harga,Negatif
1535,2020-07-16,kabar dow jones berturutturut,Positif
1536,2020-07-16,dunia china bayar pandemi corona,Negatif
1537,2020-07-16,bandel pakai masker jokowi sanksi,Negatif
1538,2020-07-16,salur kredit lambat suku bunga kredit susah turun,Netral
1539,2020-07-16,jual mobil roket borong saham otomotif,Positif
1540,2020-07-16,gegara fuel pump honda tarik unit mobil brio dkk,Negatif
1541,2020-07-16,sikap resmi malaysia china laut china selatan,Negatif
1542,2020-07-16,jokowi sindir pemda uang ngendap rp t serap minim,Negatif
1543,2020-07-16,topang cadev fitch semat rating bbb samurai bond ri,Positif
1544,2020-07-16,wall street hijau ayo ihsg tembus,Positif
1545,2020-07-16,as nambah ribu hari corona global dekat juta,Netral
1546,2020-07-16,as nambah ribu hari corona global dekat juta,Netral
1547,2020-07-16,tunggu kabar thamrin cek potensi cuan sahamsaham,Positif
1548,2020-07-16,batavia prosperindo aset bantah kelola rdpt jiwasraya,Negatif
1549,2020-07-16,warga israel rusuh ribu demo tuntut netanyahu mundur,Negatif
1550,2020-07-16,rupiah rontok china tolong,Netral
1551,2020-07-16,rebound ihsg lewat,Positif
1552,2020-07-16,simak kabar aksi korporasi indofood garuda,Negatif
1553,2020-07-16,uji coba tahap iii selesai vaksin covid temu,Positif
1554,2020-07-16,buka pasar rupiah kuat rp us,Positif
1555,2020-07-16,saing tesla nissan keluar ariya si mobil listrik,Negatif
1556,2020-07-16,juang erick thohir sunti modal bumn rp t,Positif
1557,2020-07-16,ap ii jual bandara kualanamu siap capex rp t,Negatif
1558,2020-07-16,cerita artis kpop libat prostitusi bayar rp juta,Netral
1559,2020-07-16,merana ekonomi china kuartal ii tumbuh,Positif
1560,2020-07-16,mantab asing masuk rp m ihsg tembus,Positif
1561,2020-07-16,sssttada kabar gaji pns sri mulyani,Positif
1562,2020-07-16,jokowi investasi harap rem belanja,Positif
1563,2020-07-16,tenang drop emas strong us oz,Positif
1564,2020-07-16,juang sri mulyani cegah ri masuk jurang resesi,Negatif
1565,2020-07-16,china bantu ri hindar resesi,Negatif
1566,2020-07-16,china bantu ri hindar resesi,Negatif
1567,2020-07-16,selamat resesi ekonomi china q tumbuh,Positif
1568,2020-07-16,wib rupiah kuat rp us,Positif
1569,2020-07-16,pinjam triliun saham kras garuda terbang,Positif
1570,2020-07-16,menkeu tim ekonomi kompak mundur thailand bingung,Negatif
1571,2020-07-16,transportasi dki pakai kartu,Negatif
1572,2020-07-16,sikm ganti clm syarat kereta api jarak,Negatif
1573,2020-07-16,rupiah kuat asia terima kasih china,Positif
1574,2020-07-16,baru bank dunia ramal ekonomi ri tumbuh,Netral
1575,2020-07-16,rencana trump blokir tiktok cs update baru,Negatif
1576,2020-07-16,gegara banjir psbb kerja emiten keramik rontok,Negatif
1577,2020-07-16,aloha maldives buka klaim bebas corona,Negatif
1578,2020-07-16,as minyak kuat opec bikin harga turun,Netral
1579,2020-07-16,berkat china kurs dolar australia rontok rp,Netral
1580,2020-07-16,gaspol harga emas antam rp gram,Positif
1581,2020-07-16,konkret ri ptba cetak rekor rasio dividen besar,Negatif
1582,2020-07-16,negara resesi ekonomi china juara,Positif
1583,2020-07-16,wib duh rupiah lemah rp us,Netral
1584,2020-07-16,ekonomi china sukses pulih respons pasar,Positif
1585,2020-07-16,rp harga emas gadai rp gram,Positif
1586,2020-07-16,rp harga emas gadai rp gram,Positif
1587,2020-07-16,bos bri lurus mispersepsi ringan kredit,Negatif
1588,2020-07-16,singapura resesi dahlan china siap ganti,Netral
1589,2020-07-16,awas bank ojk bi simak sikap sri mulyani,Negatif
1590,2020-07-16,resmi resesi kurs dolar singapura terbang,Positif
1591,2020-07-16,psbb jakarta panjang,Negatif
1592,2020-07-16,optimal aset ap ii launching proyek nila rp t,Negatif
1593,2020-07-16,kabar ilmuwan cipta filter udara bunuh covid,Negatif
1594,2020-07-16,bank dunia ri resesi,Netral
1595,2020-07-16,heboh twitter bill gates apple cs dihack tawar bitcoin,Negatif
1596,2020-07-16,avengers covax lindung warga bumi corona,Negatif
1597,2020-07-16,ekonomi china bangkit harga batu bara terbang,Positif
1598,2020-07-16,ekonomi china pulih harga cpo tembus rm,Positif
1599,2020-07-16,cerita xi jinping winnie the pooh haram,Negatif
1600,2020-07-16,bakar kelola limbah medis covid,Negatif
1601,2020-07-16,gegara corona juta orang ri nganggur jatuh miskin,Netral
1602,2020-07-16,asia merah ihsg hijau asing borong bca astra,Positif
1603,2020-07-16,covid dki ngeri psbb transisi anies gagal,Netral
1604,2020-07-16,langkah konkret sri mulyani erick thohir selamat ekonomi,Positif
1605,2020-07-16,wib rupiah rp us,Positif
1606,2020-07-16,wib rupiah rp us,Positif
1607,2020-07-16,kebut pabrik emiten prajogo pangestu rilis obligasi rp t,Negatif
1608,2020-07-16,saham lapis kerja lho,Negatif
1609,2020-07-16,kenal resesi gentayang bumi,Netral
1610,2020-07-16,bank dunia psbb pdb ri minus,Netral
1611,2020-07-16,umum kereta sikm,Negatif
1612,2020-07-16,dampak covid berat versi bank dunia pajak ambles,Netral
1613,2020-07-16,arogansi hantu lapang bikin investasi ri mangkrak,Negatif
1614,2020-07-16,inggris blokir g huawei china harga bayar,Negatif
1615,2020-07-16,pertashop sulawesi resmi operasi,Negatif
1616,2020-07-16,china buang dolar investor buang rupiah,Negatif
1617,2020-07-16,jaga industri uang ri ojk keluar bijak,Positif
1618,2020-07-16,titah baru xi jinping fokus ekonomi china,Negatif
1619,2020-07-16,kpk serah tanah hasil korupsi rp m negara,Negatif
1620,2020-07-16,ekonomi china bangkit pantau saham cpo,Positif
1621,2020-07-16,esdm kejar rasio elektrifikasi,Negatif
1622,2020-07-16,saham harga sepeda aja goreng,Negatif
1623,2020-07-16,siang bi ramal turun suku bunga bps,Positif
1624,2020-07-16,jual otomotif roket nasib saham astra dkk,Positif
1625,2020-07-16,wib rupiah rp us,Positif
1626,2020-07-16,wib rupiah rp us,Positif
1627,2020-07-16,menkes awan rombak jabat kemenkes,Negatif
1628,2020-07-16,banjir sentimen positif ihsg tahan zona hijau,Positif
1629,2020-07-16,imf ekonomi global selamat intai bahaya,Netral
1630,2020-07-16,klaim laut china selatan panas jepang malaysia,Netral
1631,2020-07-16,geber omnibus law kebut perintah dpr,Positif
1632,2020-07-16,lebih pasok pln jual listrik industri smelter,Negatif
1633,2020-07-16,pandemi covid bikin kacau sri mulyani obat bansos,Netral
1634,2020-07-16,mohon maaf resesi the new nomal,Netral
1635,2020-07-16,bayang corona bangkit ekonomi ri,Netral
1636,2020-07-16,wajah singapura resmi resesi,Negatif
1637,2020-07-16,kpk tanah pelik,Negatif
1638,2020-07-16,aset negara tembus rp t sertifikat,Positif
1639,2020-07-16,langkah maju umkm filipina pakai blockchain,Negatif
1640,2020-07-16,harga sepeda goreng produsen kompak naik harga,Negatif
1641,2020-07-16,tuding lindung grup bakrie bos bpk polisi bentjok,Negatif
1642,2020-07-16,inflasi rendah bi proyeksi pangkas bps bi drr juli,Positif
1643,2020-07-16,blokir huawei china siap balas inggris,Negatif
1644,2020-07-16,anies tanah bikin jakarta manusiawi,Negatif
1645,2020-07-16,ramairamai ritel fesyen tutup toko,Negatif
1646,2020-07-16,ramairamai ritel fesyen tutup toko,Negatif
1647,2020-07-16,wib rupiah kuat rp us,Positif
1648,2020-07-16,twitter akun bill gates obama dihack,Negatif
1649,2020-07-16,garuda restu rilis mcb rp t dana,Negatif
1650,2020-07-16,ribu juta umkm bri terima subsidi bunga,Positif
1651,2020-07-16,tolak keras omnibus law massa buruh kepung gedung dpr ri,Negatif
1652,2020-07-16,rencana salim caplok pinehill rp t ancam gagal,Netral
1653,2020-07-16,sesuai ekspektasi bi turun bunga acu bps,Positif
1654,2020-07-16,gegara gowes tren pabrik sepeda batal phk massal,Negatif
1655,2020-07-16,bayar rp syarat daya pln,Negatif
1656,2020-07-16,tunjang profesi setop nadiem guru kompak keluh,Negatif
1657,2020-07-16,blair witch sihir misterius tayang malam trans tv,Negatif
1658,2020-07-16,bi kontraksi pdb kuartal ii minus,Netral
1659,2020-07-16,sekuel train to bus peninsula rilis tonton rekor,Negatif
1660,2020-07-16,cepat pulih ekonomi bi pangkas bi drr bps,Positif
1661,2020-07-16,pangkas bunga hasil rapat dewan gubernur bi,Positif
1662,2020-07-16,abai data china bursa eropa lemah sesi,Netral
1663,2020-07-16,sri mulyani data orang miskin daerah update,Negatif
1664,2020-07-16,tagih piutang bumn tembus rp t negara bayar,Negatif
1665,2020-07-16,wow kim jong un komentar china laut china selatan,Negatif
1666,2020-07-16,wow kim jong un komentar china laut china selatan,Negatif
1667,2020-07-16,contoh nyata resesi singapura phk,Netral
1668,2020-07-16,sepeda atur bocor atur,Negatif
1669,2020-07-16,tutup pasar rupiah kuat rp us,Positif
1670,2020-07-16,tandatanda china rilis uang digital yuan,Negatif
1671,2020-07-16,anak eka tjipta ribut harta rp t emiten sinarmas bicara,Negatif
1672,2020-07-16,sidang mi bantah bikin rdpt jiwasraya,Negatif
1673,2020-07-16,china pulih arah harga emas dunia,Negatif
1674,2020-07-16,aksi buang dolar china bikin ekspor indonesia lesat,Negatif
1675,2020-07-16,bi gelontor quantitative easing rp t,Negatif
1676,2020-07-16,moeldoko jokowi prabowo komando food estate,Negatif
1677,2020-07-16,bi pangkas bunga acu asing masuk sempurna ihsg,Positif
1678,2020-07-16,corona kelar ekonomi jabar prediksi lesat,Positif
1679,2020-07-16,hapus akun facebook menit,Negatif
1680,2020-07-16,jual mobil roket girang ya,Positif
1681,2020-07-16,tembus corona ri dekat china,Netral
1682,2020-07-16,loyo banget kredit bank tumbuh,Netral
1683,2020-07-16,duh massa tolak omnibus law merangsek masuk tol kota,Negatif
1684,2020-07-16,mudah badan usaha bpjs sehat luncur edabu mobile,Negatif
1685,2020-07-16,erick thohir mcb garuda kras nila rp t,Negatif
1686,2020-07-16,erick thohir mcb garuda kras nila rp t,Negatif
1687,2020-07-16,hari positif covid dki jakarta,Netral
1688,2020-07-16,bi sinyal potong bunga acu rupiah juara asia,Positif
1689,2020-07-16,corona ri juli positif sembuh orang,Netral
1690,2020-07-16,positif covid ri tembus pasien,Netral
1691,2020-07-16,baru vaksin covid richina masuk tahap,Positif
1692,2020-07-16,china bangkit nasib saham batu bara,Positif
1693,2020-07-16,ganjal hong kong rencana salim caplok pinehill kandas,Netral
1694,2020-07-16,tibatiba hondamitsubishi cs tarik jazzxpander tanda,Negatif
1695,2020-07-16,ramai retas medsos aman whatsapp,Negatif
1696,2020-07-16,gegara corona menlu retno wni pulang kampung,Negatif
1697,2020-07-16,tentara turun sawah garap lumbung pangan aneh nggak sih,Negatif
1698,2020-07-16,defisit transaksi jalan kuartal ii pdb,Netral
1699,2020-07-16,paripurna dpr restu doni joewono deputi gubernur bi,Negatif
1700,2020-07-16,kaget heran jakarta sawah,Negatif
1701,2020-07-16,bi pangkas bunga acu bps obligasi ri kuat tahan,Positif
1702,2020-07-16,efek pandemi corona the guardian bbc phk ratus karyawan,Negatif
1703,2020-07-16,kota ri tular covid sebar,Netral
1704,2020-07-16,anies batal izin bioskop jakarta buka juli,Negatif
1705,2020-07-16,ganti jatim kendali corona dki gila,Netral
1706,2020-07-16,ganti jatim kendali corona dki gila,Netral
1707,2020-07-16,ya masker turun dagu,Negatif
1708,2020-07-16,nambah saham trio potensi paksa delisting,Negatif
1709,2020-07-16,coratcoret marak demo tolak omnibus law dpr,Negatif
1710,2020-07-16,pandemi bni bantu usaha ri genjot ekspor,Positif
1711,2020-07-16,kontraksi ekonomi akibat covid capai puncak kuartal ii,Netral
1712,2020-07-16,kerja idam pilot anggur,Negatif
1713,2020-07-16,inflasi roket akibat burden sharing bi perintah,Netral
1714,2020-07-16,bos dbs kondisi ri,Negatif
1715,2020-07-16,perintah gelontor rp t bantu pesantren,Negatif
1716,2020-07-16,aksi tolak omnibus law dpr ricuh,Negatif
1717,2020-07-16,bukabukaan bos mayapada rencana cathay saham,Negatif
1718,2020-07-16,bps bunga acu bi turun,Negatif
1719,2020-07-16,iring bursa asia eropa dow futures drop zona merah,Netral
1720,2020-07-16,serang trump china batas visa karyawan huawei cs,Netral
1721,2020-07-16,titah prabowo harimau tempur maung tuntas oktober,Negatif
1722,2020-07-16,hacker duga bobol twitter bill gates obama,Negatif
1723,2020-07-16,fokus strategi uang ekonomi ancam resesi,Negatif
1724,2020-07-16,tibatiba honda cs tarik ribu mobil serius,Negatif
1725,2020-07-16,tibatiba honda cs tarik ribu mobil serius,Negatif
1726,2020-07-16,vaksin ilmuwan rawan suntik virus corona,Negatif
1727,2020-07-16,anies panjang psbb transisi jakarta pekan,Netral
1728,2020-07-16,anies bioskop hibur batal buka,Negatif
1729,2020-07-16,orang miskin ri tambah juta rinciannya,Netral
1730,2020-07-16,world bank ri resesi kemenkeu,Netral
1731,2020-07-16,kereta cepat china gepok proyek ri,Positif
1732,2020-07-16,dpr restu kucur dana rp t bumn,Positif
1733,2020-07-16,wall street buka merah sambut naik klaim anggur,Netral
1734,2020-07-16,bumn guyur rp t ekonomi ri pulih,Positif
1735,2020-07-16,produsen batu bara ramairamai revisi produksi,Negatif
1736,2020-07-16,positif covid dki lonjak jelas anies,Netral
1737,2020-07-16,ekosistem grab sumbang rp m ekonomi palembang,Negatif
1738,2020-07-16,sukses d pertamina produksi green energy,Negatif
1739,2020-07-16,takut resesi amerika serikat alami kali,Positif
1740,2020-07-16,singapura resesi china pulih nasib emas gimana,Negatif
1741,2020-07-16,perhati hydroxychloroquine manjur obat corona,Negatif
1742,2020-07-16,putin demo warga tolak presiden abadi rusia,Negatif
1743,2020-07-16,bi ogah turun bunga so what gitu loh,Netral
1744,2020-07-17,tunjang profesi guru setop mas nadiem,Negatif
1745,2020-07-17,tunjang profesi guru setop mas nadiem,Negatif
1746,2020-07-17,khawatir corona wall street tutup zona merah,Netral
1747,2020-07-17,moeldoko kelola food estate teknologi,Negatif
1748,2020-07-17,vaksin covid ri feat china mata,Positif
1749,2020-07-17,kemarin juara asia rupiah happy weekend,Positif
1750,2020-07-17,twitter centang biru jabat usaha as dihack,Negatif
1751,2020-07-17,as china bangkit ri resesi nggak nih,Negatif
1752,2020-07-17,mohon maaf pesta rupiah,Netral
1753,2020-07-17,kemarin asing borong saham blue chip cuan nih,Positif
1754,2020-07-17,panas inggris kirim kapal perang laut china selatan,Netral
1755,2020-07-17,ekonom gera ekonomi bi pangkas suku bunga,Positif
1756,2020-07-17,gagal bayar restrukturisasi utang modernland tuju,Negatif
1757,2020-07-17,usaha ekonomi indonesia sama china,Negatif
1758,2020-07-17,corona global juta india juta brasil juta,Netral
1759,2020-07-17,bunga acu pangkas simak saham potensi cuan,Positif
1760,2020-07-17,produksi emas ri nyusut ton nih,Negatif
1761,2020-07-17,pekan ihsg amunisi bi ngegas,Positif
1762,2020-07-17,ihsg potensi tembus waspada profit taking,Positif
1763,2020-07-17,ekonomi china pulih sih,Negatif
1764,2020-07-17,kabar pasar garuda rilis mcb bentjok polisi,Negatif
1765,2020-07-17,kabar pasar garuda rilis mcb bentjok polisi,Negatif
1766,2020-07-17,bi sinyal pangkas bunga acu rupiah kuat,Positif
1767,2020-07-17,sekjen komisi yudisial tinggal pek positif corona,Negatif
1768,2020-07-17,russia curi data vaksin covid,Negatif
1769,2020-07-17,buka pasar rupiah stagnan rp us,Positif
1770,2020-07-17,jokowi bicara ancam resesi ekonomi ri,Netral
1771,2020-07-17,kembang cowell pailit nasib konsumen,Negatif
1772,2020-07-17,india rapat as bahas free trade nih,Negatif
1773,2020-07-17,harga sepeda goreng,Negatif
1774,2020-07-17,psbb panjang bank dunia ri resesi ihsg tumbang,Netral
1775,2020-07-17,lockdown ngetren rupiah lemah,Netral
1776,2020-07-17,lorot us oz emas turun gunung,Netral
1777,2020-07-17,anies panjang psbb rupiah rp us,Netral
1778,2020-07-17,moeldoko bukabukaan prabowo bos lumbung pangan ri,Negatif
1779,2020-07-17,pakar kaum muda biang kerok covid,Negatif
1780,2020-07-17,buka kuat ihsg peluang alami profit taking,Positif
1781,2020-07-17,akuisisi pinehill batal saham indofood cbp lorot,Netral
1782,2020-07-17,erick thohir rombak direksi askrindo dirut copot,Negatif
1783,2020-07-17,virus resesi singapura tular ri,Netral
1784,2020-07-17,wib duh rupiah merosot rp us,Netral
1785,2020-07-17,wib duh rupiah merosot rp us,Netral
1786,2020-07-17,alas lengkap anies panjang psbb jakarta,Netral
1787,2020-07-17,dear trump bos facebook kecewa tangan covid as,Negatif
1788,2020-07-17,respons atur cukai saham hmsp ggrm rontok,Netral
1789,2020-07-17,sedih american airlines phk karyawan,Negatif
1790,2020-07-17,keluarga indonesia transvision luncur paket hepi,Negatif
1791,2020-07-17,langgan netflix saham jual investor,Negatif
1792,2020-07-17,rupiah rp us kurs bi,Netral
1793,2020-07-17,turun goceng harga emas antam rp gram,Netral
1794,2020-07-17,harga emas gadai rp lesat rp,Positif
1795,2020-07-17,cathay caplok saham bank mayapada,Negatif
1796,2020-07-17,singapura bangkit resesi dolar tembus rp,Positif
1797,2020-07-17,harga gerak minyak dunia,Netral
1798,2020-07-17,bi sinyal turun suku bunga,Negatif
1799,2020-07-17,utang negeri ri rp t,Netral
1800,2020-07-17,palestina hapus google maps,Negatif
1801,2020-07-17,emiten milik bentjok depak bursa gegara jiwasraya,Negatif
1802,2020-07-17,ngeri covid as tembus juta orang,Netral
1803,2020-07-17,wib rupiah lemah rp us,Netral
1804,2020-07-17,bank dunia psbb lanjut ekonomi ri masuk jurang resesi,Netral
1805,2020-07-17,bank dunia psbb lanjut ekonomi ri masuk jurang resesi,Netral
1806,2020-07-17,bandel potret warga keluyur pakai masker,Negatif
1807,2020-07-17,duet erickretno cetus program bumn go global,Positif
1808,2020-07-17,alert gempa m landa papua nugini,Negatif
1809,2020-07-17,cetak rekor harga batu bara arah,Netral
1810,2020-07-17,risiko resesi ri tingkat kurs dolar australia lesat,Positif
1811,2020-07-17,resesi singapura percaya investor ketimbang ri,Netral
1812,2020-07-17,omg data covid as hilang what happen,Negatif
1813,2020-07-17,bumn caplok korporasi global erick gayagayaan,Positif
1814,2020-07-17,duet gibran pilkada solo teguh prakosa,Negatif
1815,2020-07-17,prabowo garap lumbung pangan lahan ya,Negatif
1816,2020-07-17,heboh israel ubah masjid sejarah bar,Negatif
1817,2020-07-17,indihome down jelas telkom,Netral
1818,2020-07-17,virus jahat joker aksi delete aplikasi ponsel,Negatif
1819,2020-07-17,pakai masker dki kena rp ribu total denda rp m,Negatif
1820,2020-07-17,wib rupiah lemah rp us,Netral
1821,2020-07-17,jokowi orang kaya bayar pajak mahal rakyat,Negatif
1822,2020-07-17,bi drr turun mandiri turun bunga kredit bps,Positif
1823,2020-07-17,ancam suplai harga cpo,Positif
1824,2020-07-17,free fire advance server akses biang kerok,Negatif
1825,2020-07-17,free fire advance server akses biang kerok,Negatif
1826,2020-07-17,lockdown corona melbourne rekor,Netral
1827,2020-07-17,sembuh rs pulau galang terima pasien corona daerah,Negatif
1828,2020-07-17,kuasa hukum mayapada bantah langgar batas salur kredit,Negatif
1829,2020-07-17,dahsyat warren buffett untung rp t saham apple,Negatif
1830,2020-07-17,anies panjang psbb asing kabur rp m ihsg merana,Netral
1831,2020-07-17,kalah asing lokal kuasa milik saham bursa ri,Positif
1832,2020-07-17,duh rupiah dekat rp us,Netral
1833,2020-07-17,berdarahdarah cathay pacific sinyal rugi rp t,Negatif
1834,2020-07-17,pdip solid dukung gibran anak presiden maju pilkada solo,Negatif
1835,2020-07-17,kontroversi swedia lawan corona,Negatif
1836,2020-07-17,bank mandiri habis dana pulih sri mulyani rp t,Positif
1837,2020-07-17,hacker bobol twitter bill gates cs bitcoin rp m,Negatif
1838,2020-07-17,anies batal buka bioskop dki tutup layar seri,Negatif
1839,2020-07-17,wib rupiah lemah rp us,Netral
1840,2020-07-17,psbb lanjut sesi ii ihsg rawan koreksi,Netral
1841,2020-07-17,serang trump amaterasu as china,Negatif
1842,2020-07-17,cuan warren buffet rp t tara dana pulih ekonomi ri,Negatif
1843,2020-07-17,aman sekolah pandemi baca buku saku kemendikbud,Negatif
1844,2020-07-17,singapura resesi kerja indeks straits times vs ihsg,Netral
1845,2020-07-17,singapura resesi kerja indeks straits times vs ihsg,Netral
1846,2020-07-17,sejahtera bagus guru spk tunjang profesi,Negatif
1847,2020-07-17,premi cds indonesia bahaya,Negatif
1848,2020-07-17,ungkap hacker bobol akun twitter bill gates,Negatif
1849,2020-07-17,gegara pandemi covid pnbp minerba anjlok rp t,Netral
1850,2020-07-17,patung demo black lives matter inggris turun,Negatif
1851,2020-07-17,genjot pabrik baja gunung raja paksi siap bujet rp t,Negatif
1852,2020-07-17,rupiah loyo euro level tinggi rp,Netral
1853,2020-07-17,bisnis maskapai jungkir insentif butuh,Negatif
1854,2020-07-17,wib rupiah pangkas lemah rp us,Netral
1855,2020-07-17,ekonomi china bangkit untung,Positif
1856,2020-07-17,konkret brantas abipraya tanggap bencana banjir masamba,Negatif
1857,2020-07-17,khawatir resesi corona usaha ipo,Positif
1858,2020-07-17,awas dagang positif covid pasar dki jakarta,Negatif
1859,2020-07-17,griya expo online kpr bni bayar bunga,Negatif
1860,2020-07-17,nasa ingat asteroid dekat bumi bahaya,Negatif
1861,2020-07-17,as latih perang laut china selatan,Negatif
1862,2020-07-17,ganti andrianto adi dedi sunardi bos askrindo,Negatif
1863,2020-07-17,waspada kalimantan potensi gempa calon kota,Negatif
1864,2020-07-17,restu first pacific salim caplok pinehill rp t,Positif
1865,2020-07-17,restu first pacific salim caplok pinehill rp t,Positif
1866,2020-07-17,tutup pasar rupiah lemah rp us,Netral
1867,2020-07-17,ramairamai warga pakai kantong belanja ramah lingkung,Negatif
1868,2020-07-17,anies siapsiap demo usaha hibur malam nih,Negatif
1869,2020-07-17,langkah konkret jokowi masamba hantam banjir,Negatif
1870,2020-07-17,fakta setop tunjang profesi guru spk,Negatif
1871,2020-07-17,corona geger china kota xinjiang tutup,Netral
1872,2020-07-17,jokowi bentuk pansel ombudsman komut btn ketua,Negatif
1873,2020-07-17,wow tes klaim deteksi corona menit,Negatif
1874,2020-07-17,ekonomi ancam krisis pilih saham tahan resesi,Netral
1875,2020-07-17,puasa dividen saham intiland ambles,Negatif
1876,2020-07-17,bikin jokowi happy pabrik relokasi ri bangun,Positif
1877,2020-07-17,duh idol kpop positif covid,Negatif
1878,2020-07-17,update juli tembus corona ri sama china,Netral
1879,2020-07-17,gawat bantar gebang buang sampah dki penuh,Negatif
1880,2020-07-17,bank dunia happy omnibus law geber catat,Positif
1881,2020-07-17,sakti akun twitter donald trump bajak hacker,Negatif
1882,2020-07-17,psbb panjang bikin dana asing kabur ihsg ko,Netral
1883,2020-07-17,risiko resesi tingkat rupiah mata uang buruk asia,Netral
1884,2020-07-17,duh realisasi lifting migas semester i capai target,Netral
1885,2020-07-17,duh realisasi lifting migas semester i capai target,Netral
1886,2020-07-17,ellen degeneres kena skandal ras ungkap eks karyawan,Negatif
1887,2020-07-17,sakti lps tambah ekonom ingat risiko moral hazard,Positif
1888,2020-07-17,uang insentif butuh maskapai,Negatif
1889,2020-07-17,perfect storm serang global,Negatif
1890,2020-07-17,produksi minyak ri ribu barelhari cepu jawara,Positif
1891,2020-07-17,kali pasien sembuh ri lampau corona,Positif
1892,2020-07-17,bisnis bioskop nelangsa jatuh timpa tangga,Negatif
1893,2020-07-17,pandemi corona kabar stadion old trafford jakarta,Negatif
1894,2020-07-17,drone matamata as lintas laut china selatan,Negatif
1895,2020-07-17,tunggu rapat stimulus bursa eropa gerak variatif,Netral
1896,2020-07-17,saham bayan borong crazy rich low tuck kwong,Negatif
1897,2020-07-17,harga emas us oz ramal,Positif
1898,2020-07-17,maju pilkada solo gibran anak presiden manfaat momentum,Negatif
1899,2020-07-17,corona ri juli positif tembus,Netral
1900,2020-07-17,daftar juragan asing kasih utang indonesia,Positif
1901,2020-07-17,pensiun british airways selamat tinggal boeing,Negatif
1902,2020-07-17,anies batal buka usaha hibur malam gigit jari iri,Negatif
1903,2020-07-17,corona dki jakarta gila alas,Netral
1904,2020-07-17,tambang ilegal bekas tutup pemprov emas,Negatif
1905,2020-07-17,tambang ilegal bekas tutup pemprov emas,Negatif
1906,2020-07-17,alas palestina hapus google maps,Negatif
1907,2020-07-17,bank wajib konsolidasi ojk alas,Positif
1908,2020-07-17,nasib nasabah ajb bumiputera terkatungkatung,Negatif
1909,2020-07-17,investasi hulu migas ri ramal jeblok us m,Netral
1910,2020-07-17,bos ojk bicara nasib kantor cabang era digital punah,Negatif
1911,2020-07-17,usaha vokasi krisis lapang kerja,Negatif
1912,2020-07-17,himbara salur rp t juta umkm titah luhut,Positif
1913,2020-07-17,pesawat nganggur maskapai megapmegap bayar parkir,Negatif
1914,2020-07-17,era digital kerupuk jual new york,Negatif
1915,2020-07-17,psbb transisi resmi panjang obligasi ri buru investor,Positif
1916,2020-07-17,beda jokowi kepala bkf ri krisis,Positif
1917,2020-07-17,vokasi nikah industri umkm,Negatif
1918,2020-07-17,pek kurs riyal arab saudi kuat rp,Negatif
